Country,Year,Series,Value
Mali,2005,Life expectancy at birth for males (years),49.32
Mali,2005,Life expectancy at birth for females (years),50.6
Mali,2010,Population annual rate of increase (percent),3.276
Mali,2010,Total fertility rate (children per women),6.7
Mali,2010,"Infant mortality for both sexes (per 1,000 live births)",89.063
Mali,2010,"Maternal mortality ratio (deaths per 100,000 population)",630.2669
Mali,2010,Life expectancy at birth for both sexes (years),54.024
Mali,2010,Life expectancy at birth for males (years),53.39
Mali,2010,Life expectancy at birth for females (years),54.65
Mali,2015,Population annual rate of increase (percent),2.947
Mali,2015,Total fertility rate (children per women),6.35
Mali,2015,"Infant mortality for both sexes (per 1,000 live births)",78.465
Mali,2015,"Maternal mortality ratio (deaths per 100,000 population)",587.0765
Mali,2015,Life expectancy at birth for both sexes (years),56.235
Mali,2015,Life expectancy at birth for males (years),55.59
Mali,2015,Life expectancy at birth for females (years),56.87
Malta,2005,Population annual rate of increase (percent),0.552
Malta,2005,Total fertility rate (children per women),1.474
Malta,2005,"Infant mortality for both sexes (per 1,000 live births)",5.708
Malta,2005,"Maternal mortality ratio (deaths per 100,000 population)",12.7804
Malta,2005,Life expectancy at birth for both sexes (years),79.47
Malta,2005,Life expectancy at birth for males (years),77.18
Malta,2005,Life expectancy at birth for females (years),81.61
Malta,2010,Population annual rate of increase (percent),0.469
Malta,2010,Total fertility rate (children per women),1.393
Malta,2010,"Infant mortality for both sexes (per 1,000 live births)",5.59
Malta,2010,"Maternal mortality ratio (deaths per 100,000 population)",11.1625
Malta,2010,Life expectancy at birth for both sexes (years),80.293
Malta,2010,Life expectancy at birth for males (years),78.07
Malta,2010,Life expectancy at birth for females (years),82.39
Malta,2015,Population annual rate of increase (percent),0.911
Malta,2015,Total fertility rate (children per women),1.395
Malta,2015,"Infant mortality for both sexes (per 1,000 live births)",5.494
Malta,2015,"Maternal mortality ratio (deaths per 100,000 population)",8.7807
Malta,2015,Life expectancy at birth for both sexes (years),81.446
Malta,2015,Life expectancy at birth for males (years),79.41
Malta,2015,Life expectancy at birth for females (years),83.35
Marshall Islands,2004,Life expectancy at birth for males (years),67
Marshall Islands,2004,Life expectancy at birth for females (years),70.6
Marshall Islands,2005,Population annual rate of increase (percent),-0.04
Marshall Islands,2010,Population annual rate of increase (percent),0.142
Marshall Islands,2011,Total fertility rate (children per women),4.1
Marshall Islands,2011,"Infant mortality for both sexes (per 1,000 live births)",25.4
Marshall Islands,2011,Life expectancy at birth for both sexes (years),71.8
Marshall Islands,2011,Life expectancy at birth for males (years),71.3
Marshall Islands,2011,Life expectancy at birth for females (years),72.5
Marshall Islands,2015,Population annual rate of increase (percent),0.214
Martinique,2005,Population annual rate of increase (percent),0.519
Martinique,2005,Total fertility rate (children per women),1.926
Martinique,2005,"Infant mortality for both sexes (per 1,000 live births)",8.5
Martinique,2005,Life expectancy at birth for both sexes (years),78.944
Martinique,2005,Life expectancy at birth for males (years),75.47
Martinique,2005,Life expectancy at birth for females (years),82.18
Martinique,2010,Population annual rate of increase (percent),-0.128
Martinique,2010,Total fertility rate (children per women),2.04
Martinique,2010,"Infant mortality for both sexes (per 1,000 live births)",7.565
Martinique,2010,Life expectancy at birth for both sexes (years),80.106
Martinique,2010,Life expectancy at birth for males (years),76.7
Martinique,2010,Life expectancy at birth for females (years),83.21
Martinique,2015,Population annual rate of increase (percent),-0.837
Martinique,2015,Total fertility rate (children per women),1.975
Martinique,2015,"Infant mortality for both sexes (per 1,000 live births)",6.425
Martinique,2015,Life expectancy at birth for both sexes (years),81.203
Martinique,2015,Life expectancy at birth for males (years),77.79
Martinique,2015,Life expectancy at birth for females (years),84.36
Mauritania,2005,Population annual rate of increase (percent),2.792
Mauritania,2005,Total fertility rate (children per women),5.302
Mauritania,2005,"Infant mortality for both sexes (per 1,000 live births)",69.203
Mauritania,2005,"Maternal mortality ratio (deaths per 100,000 population)",750.0141
Mauritania,2005,Life expectancy at birth for both sexes (years),60.935
Mauritania,2005,Life expectancy at birth for males (years),59.05
Mauritania,2005,Life expectancy at birth for females (years),62.77
Mauritania,2010,Population annual rate of increase (percent),2.889
Mauritania,2010,Total fertility rate (children per women),5.07
Mauritania,2010,"Infant mortality for both sexes (per 1,000 live births)",65.572
Mauritania,2010,"Maternal mortality ratio (deaths per 100,000 population)",722.8495
Mauritania,2010,Life expectancy at birth for both sexes (years),61.906
Mauritania,2010,Life expectancy at birth for males (years),60.07
Mauritania,2010,Life expectancy at birth for females (years),63.68
Mauritania,2015,Population annual rate of increase (percent),2.934
Mauritania,2015,Total fertility rate (children per women),4.88
Mauritania,2015,"Infant mortality for both sexes (per 1,000 live births)",58.863
Mauritania,2015,"Maternal mortality ratio (deaths per 100,000 population)",601.5852
Mauritania,2015,Life expectancy at birth for both sexes (years),63.214
Mauritania,2015,Life expectancy at birth for males (years),61.43
Mauritania,2015,Life expectancy at birth for females (years),64.95
Mauritius,2005,Population annual rate of increase (percent),0.613
Mauritius,2005,Total fertility rate (children per women),1.9335
Mauritius,2005,"Infant mortality for both sexes (per 1,000 live births)",13.347
Mauritius,2005,"Maternal mortality ratio (deaths per 100,000 population)",39.1335
Mauritius,2005,Life expectancy at birth for both sexes (years),72.089
Mauritius,2005,Life expectancy at birth for males (years),68.85
Mauritius,2005,Life expectancy at birth for females (years),75.45
Mauritius,2010,Population annual rate of increase (percent),0.42
Mauritius,2010,Total fertility rate (children per women),1.698
Mauritius,2010,"Infant mortality for both sexes (per 1,000 live births)",13.213
Mauritius,2010,"Maternal mortality ratio (deaths per 100,000 population)",59.0625
Mauritius,2010,Life expectancy at birth for both sexes (years),72.761
Mauritius,2010,Life expectancy at birth for males (years),69.39
Mauritius,2010,Life expectancy at birth for females (years),76.25
Mauritius,2015,Population annual rate of increase (percent),0.184
Mauritius,2015,Total fertility rate (children per women),1.4859
Mauritius,2015,"Infant mortality for both sexes (per 1,000 live births)",11.959
Mauritius,2015,"Maternal mortality ratio (deaths per 100,000 population)",53.358
Mauritius,2015,Life expectancy at birth for both sexes (years),74.145
Mauritius,2015,Life expectancy at birth for males (years),70.67
Mauritius,2015,Life expectancy at birth for females (years),77.74
Mayotte,2005,Population annual rate of increase (percent),3.391
Mayotte,2005,Total fertility rate (children per women),4.8
Mayotte,2005,"Infant mortality for both sexes (per 1,000 live births)",7.619
Mayotte,2005,Life expectancy at birth for both sexes (years),76.467
Mayotte,2005,Life expectancy at birth for males (years),72.97
Mayotte,2005,Life expectancy at birth for females (years),80.56
Mayotte,2010,Population annual rate of increase (percent),3.173
Mayotte,2010,Total fertility rate (children per women),4.6
Mayotte,2010,"Infant mortality for both sexes (per 1,000 live births)",5.634
Mayotte,2010,Life expectancy at birth for both sexes (years),77.953
Mayotte,2010,Life expectancy at birth for males (years),74.47
Mayotte,2010,Life expectancy at birth for females (years),81.87
Mayotte,2015,Population annual rate of increase (percent),2.794
Mayotte,2015,Total fertility rate (children per women),4.1
Mayotte,2015,"Infant mortality for both sexes (per 1,000 live births)",4.195
Mayotte,2015,Life expectancy at birth for both sexes (years),79.338
Mayotte,2015,Life expectancy at birth for males (years),76.04
Mayotte,2015,Life expectancy at birth for females (years),82.9
Mexico,2005,Population annual rate of increase (percent),1.388
Mexico,2005,Total fertility rate (children per women),2.61
Mexico,2005,"Infant mortality for both sexes (per 1,000 live births)",20.12
Mexico,2005,"Maternal mortality ratio (deaths per 100,000 population)",53.5177
Mexico,2005,Life expectancy at birth for both sexes (years),75.111
Mexico,2005,Life expectancy at birth for males (years),72.46
Mexico,2005,Life expectancy at birth for females (years),77.74
Mexico,2010,Population annual rate of increase (percent),1.471
Mexico,2010,Total fertility rate (children per women),2.4
Mexico,2010,"Infant mortality for both sexes (per 1,000 live births)",17.144
Mexico,2010,"Maternal mortality ratio (deaths per 100,000 population)",45.371
Mexico,2010,Life expectancy at birth for both sexes (years),75.182
Mexico,2010,Life expectancy at birth for males (years),72.35
Mexico,2010,Life expectancy at birth for females (years),77.99
Mexico,2015,Population annual rate of increase (percent),1.317
Mexico,2015,Total fertility rate (children per women),2.29
Mexico,2015,"Infant mortality for both sexes (per 1,000 live births)",15.162
Mexico,2015,"Maternal mortality ratio (deaths per 100,000 population)",37.8481
Mexico,2015,Life expectancy at birth for both sexes (years),74.935
Mexico,2015,Life expectancy at birth for males (years),71.95
Mexico,2015,Life expectancy at birth for females (years),77.91
Micronesia (Fed. States of),2005,Population annual rate of increase (percent),-0.239
Micronesia (Fed. States of),2005,Total fertility rate (children per women),4.05
Micronesia (Fed. States of),2005,"Infant mortality for both sexes (per 1,000 live births)",39.812
Micronesia (Fed. States of),2005,"Maternal mortality ratio (deaths per 100,000 population)",134.0635
Micronesia (Fed. States of),2005,Life expectancy at birth for both sexes (years),64.978
Micronesia (Fed. States of),2005,Life expectancy at birth for males (years),63.43
Micronesia (Fed. States of),2005,Life expectancy at birth for females (years),66.62
Micronesia (Fed. States of),2010,Population annual rate of increase (percent),-0.616
Micronesia (Fed. States of),2010,Total fertility rate (children per women),3.622
Micronesia (Fed. States of),2010,"Infant mortality for both sexes (per 1,000 live births)",34.953
Micronesia (Fed. States of),2010,"Maternal mortality ratio (deaths per 100,000 population)",114.5142
Micronesia (Fed. States of),2010,Life expectancy at birth for both sexes (years),66.02
Micronesia (Fed. States of),2010,Life expectancy at birth for males (years),64.45
Micronesia (Fed. States of),2010,Life expectancy at birth for females (years),67.67
Micronesia (Fed. States of),2015,Population annual rate of increase (percent),1.13
Micronesia (Fed. States of),2015,Total fertility rate (children per women),3.3255
Micronesia (Fed. States of),2015,"Infant mortality for both sexes (per 1,000 live births)",30.28
Micronesia (Fed. States of),2015,"Maternal mortality ratio (deaths per 100,000 population)",99.5741
Micronesia (Fed. States of),2015,Life expectancy at birth for both sexes (years),66.887
Micronesia (Fed. States of),2015,Life expectancy at birth for males (years),65.25
Micronesia (Fed. States of),2015,Life expectancy at birth for females (years),68.59
Monaco,2005,Population annual rate of increase (percent),1.044
Monaco,2010,Population annual rate of increase (percent),1.857
Monaco,2015,Population annual rate of increase (percent),0.646
Mongolia,2005,Population annual rate of increase (percent),1.048
Mongolia,2005,Total fertility rate (children per women),2.0759
Mongolia,2005,"Infant mortality for both sexes (per 1,000 live births)",40.768
Mongolia,2005,"Maternal mortality ratio (deaths per 100,000 population)",94.5198
